#ϣⲁⲉⲛⲉϩ	ADV	ϣⲁⲉⲛⲉϩ
#ϯⲧⲟⲟⲧ	V	ϯⲧⲟⲟⲧ
#ϯⲧⲟⲟⲧⲟⲩ	V	ϯⲧⲟⲟⲧ
#ⲕⲁⲁⲧ	VSTAT	ⲕⲁⲁⲧ
#ⲕⲉⲟⲩⲁ	N	ⲕⲉⲟⲩⲁ
#ⲙⲁⲙⲡⲱⲧ	N	ⲙⲁⲙⲡⲱⲧ
#ⲙⲁⲛϣⲉⲗⲉⲉⲧ	N	ⲙⲁⲛϣⲉⲗⲉⲉⲧ
#ⲙⲁⲛϣⲓⲛⲉ	N	ⲙⲁⲛϣⲓⲛⲉ
#ⲙⲁⲛϣⲱⲡⲉ	N	ⲙⲁⲛϣⲱⲡⲉ
#ⲙⲁⲛϩⲁⲣⲉϩ	N	ⲙⲁⲛϩⲁⲣⲉϩ
#ⲙⲁⲛϩⲱⲧⲡ	N	ⲙⲁⲛϩⲱⲧⲡ
#ⲙⲁⲛϫⲁⲓⲉ	N	ⲙⲁⲛϫⲁⲓⲉ
#ⲙⲁⲛⲉⲗⲟⲟⲗⲉ	N	ⲙⲁⲛⲉⲗⲟⲟⲗⲉ
#ⲙⲁⲛⲕⲟⲧⲕ	N	ⲙⲁⲛⲕⲟⲧⲕ
#ⲙⲁⲛⲙⲧⲟⲛ	N	ⲙⲁⲛⲙⲧⲟⲛ
#ⲙⲁⲛⲛⲁ	N	ⲙⲁⲛⲛⲁ
#ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ
#ⲙⲁⲛⲟⲩⲱϩ	N	ⲙⲁⲛⲟⲩⲱϩ
#ⲙⲁⲛⲟⲩⲱⲙ	N	ⲙⲁⲛⲟⲩⲱⲙ
#ⲣϩⲛⲁ	V	ⲣϩⲛⲁ
#ⲣϩⲛⲏ	V	ⲣϩⲛⲏ
ⲁⲧⲧⲛⲧⲱⲛ	N	ⲁⲧⲧⲛⲧⲱⲛ
ⲁⲧⲧⲟⲛⲧⲛ	N	ⲁⲧⲧⲟⲛⲧⲛ
ⲁⲧⲧⲥⲉⲛⲕⲟ	N	ⲁⲧⲧⲥⲉⲛⲕⲟ
ⲁⲧⲧⲥⲛⲕⲟ	N	ⲁⲧⲧⲥⲉⲛⲕⲟ
ⲁⲧⲧⲱϣ	N	ⲁⲧⲧⲱϣ
ⲁⲧⲧⲱϩ	N	ⲁⲧⲧⲱϩ
ⲁⲧⲧⲱⲗⲙ	N	ⲁⲧⲧⲱⲗⲙ
ⲁⲧⲧⲱⲣⲡ	N	ⲁⲧⲧⲱⲣⲡ
ⲁⲧⲧⲱⲥ	N	ⲁⲧⲧⲱⲥ
ⲁⲧⲭⲁⲣⲁⲕⲧⲏⲣ	N	ⲁⲧⲭⲁⲣⲁⲕⲧⲏⲣ
ⲁⲧⲱϣⲙ	N	ⲁⲧⲱϣⲙ
ⲁⲧⲱϫⲛ	N	ⲁⲧⲱϫⲛ
ⲁⲧⲱⲃϣ	N	ⲁⲧⲱⲃϣ
ⲁⲧⲱⲡ	N	ⲁⲧⲱⲡ
ⲁⲩ	UNKNOWN	UNKNOWN
ⲁⲩ	VIMP	ⲁⲩ
ⲁⲩⲁⲁⲛ	N	ⲁⲩⲁⲛ
ⲁⲩⲁⲛ	N	ⲁⲩⲁⲛ
ⲁⲩⲁⲛⲙⲡⲉ	N	ⲁⲩⲁⲛⲙⲡⲉ
ⲁⲩⲅⲟⲩⲥⲧⲁⲗⲓⲟⲥ	N	ⲁⲩⲅⲟⲩⲥⲧⲁⲗⲓⲟⲥ
ⲁⲩⲅⲟⲩⲥⲧⲟⲥ	N	ⲁⲩⲅⲟⲩⲥⲧⲟⲥ
ⲁⲩⲉⲓ	VIMP	ⲁⲩ
ⲁⲩⲉⲓⲛ	N	ⲁⲩⲉⲓⲛ
ⲁⲩⲉⲓⲛ	N	ⲁⲩⲉⲓⲛ
ⲁⲩⲉⲓⲥ	PTC	ⲁⲩⲉⲓⲥ
ⲁⲩⲉⲧ	UNKNOWN	UNKNOWN
ⲁⲩⲏⲧ	N	ⲁⲟⲩⲏⲧ
ⲁⲩⲏⲧ	N	ⲁⲩⲏⲧ
ⲁⲩⲑⲁⲇⲏⲥ	N	ⲁⲩⲑⲁⲇⲏⲥ
ⲁⲩⲑⲁⲧⲏⲥ	N	ⲁⲩⲑⲁⲇⲏⲥ
ⲁⲩⲑⲁⲧⲏⲥ	N	ⲁⲩⲑⲁⲧⲏⲥ
ⲁⲩⲑⲉⲛⲧⲉⲓⲁ	N	ⲁⲩⲑⲉⲛⲧⲉⲓⲁ
ⲁⲩⲑⲉⲛⲧⲏⲥ	N	ⲁⲩⲑⲉⲛⲧⲏⲥ
ⲁⲩⲑⲉⲛⲧⲓⲕⲏ	N	ⲁⲩⲑⲉⲛⲧⲓⲕⲏ
ⲁⲩⲓⲛ	N	ⲁⲩⲉⲓⲛ
ⲁⲩⲕⲟⲩⲥⲧⲟⲥ	V	ⲁⲩⲕⲟⲩⲥⲧⲟⲥ
ⲁⲩⲗⲏ	N	ⲁⲩⲗⲏ
ⲁⲩⲗⲏⲣⲓⲁⲛⲟⲥ	NPROP	ⲁⲩⲗⲏⲣⲓⲁⲛⲟⲥ
ⲁⲩⲝⲁⲛⲉ	V	ⲁⲩⲝⲁⲛⲉ
ⲁⲩⲝⲓⲥⲓⲥ	N	ⲁⲩⲝⲓⲥⲓⲥ
ⲁⲩⲟⲛ	N	ⲁⲩⲁⲛ
ⲁⲩⲧⲟⲅⲉⲛⲉⲧⲱⲣ	N	ⲁⲩⲧⲟⲅⲉⲛⲉⲧⲱⲣ
ⲁⲩⲧⲟⲅⲉⲛⲏⲥ	N	ⲁⲩⲧⲟⲅⲉⲛⲏⲥ
ⲁⲩⲧⲟⲅⲉⲛⲏⲧⲟⲥ	N	ⲁⲩⲧⲟⲅⲉⲛⲏⲧⲟⲥ
ⲁⲩⲧⲟⲅⲉⲛⲓⲟⲛ	N	ⲁⲩⲧⲟⲅⲉⲛⲓⲟⲛ
ⲁⲩⲧⲟⲅⲉⲛⲓⲟⲥ	N	ⲁⲩⲧⲟⲅⲉⲛⲓⲟⲥ
ⲁⲩⲧⲟⲅⲉⲛⲛⲓⲟⲥ	N	ⲁⲩⲧⲟⲅⲉⲛⲛⲓⲟⲥ
ⲁⲩⲧⲟⲇⲟⲝⲁⲥⲧⲟⲥ	N	ⲁⲩⲧⲟⲇⲟⲝⲁⲥⲧⲟⲥ
ⲁⲩⲧⲟⲑⲉⲗⲏⲧⲟⲥ	N	ⲁⲩⲧⲟⲑⲉⲗⲏⲧⲟⲥ
ⲁⲩⲧⲟⲕⲣⲁⲧⲱⲣ	N	ⲁⲩⲧⲟⲕⲣⲁⲧⲱⲣ
ⲁⲩⲧⲟⲕⲧⲓⲥⲧⲟⲥ	N	ⲁⲩⲧⲟⲕⲧⲓⲥⲧⲟⲥ
ⲁⲩⲧⲟⲡⲁⲧⲱⲣ	N	ⲁⲩⲧⲟⲡⲁⲧⲱⲣ
ⲁⲩⲧⲟⲧⲉⲗⲏⲥ	N	ⲁⲩⲧⲟⲧⲉⲗⲏⲥ
ⲁⲩⲧⲟⲩ	N	ⲁⲩⲧⲟⲩ
ⲁⲩⲧⲟⲫⲩⲏⲥ	N	ⲁⲩⲧⲟⲫⲩⲏⲥ
ⲁⲩⲧⲱⲕⲣⲁⲧⲱⲣ	N	ⲁⲩⲧⲱⲕⲣⲁⲧⲱⲣ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁⲩⲱⲛ	V	ⲁⲟⲩⲱⲛ
ⲁⲫⲉⲇⲣⲱⲛ	N	ⲁⲫⲉⲇⲣⲱⲛ
ⲁⲫⲉⲗⲗⲏⲥ	N	ⲁⲫⲉⲗⲗⲏⲥ
ⲁⲫⲉⲗⲡⲓⲍⲉ	V	ⲁⲫⲉⲗⲡⲓⲍⲉ
ⲁⲫⲑⲁⲣⲥⲓⲁ	N	ⲁⲫⲑⲁⲣⲥⲓⲁ
ⲁⲫⲑⲁⲣⲧⲟⲛ	N	ⲁⲫⲑⲁⲣⲧⲟⲛ
ⲁⲫⲑⲁⲣⲧⲟⲥ	N	ⲁⲫⲑⲁⲣⲧⲟⲥ
ⲁⲫⲑⲟⲛⲓⲁ	NPROP	ⲁⲫⲑⲟⲛⲓⲁ
ⲁⲫⲑⲟⲣⲟⲥ	N	ⲁⲫⲑⲟⲣⲟⲥ
ⲁⲫⲟⲣⲓⲥⲙⲟⲥ	N	ⲁⲫⲟⲣⲓⲥⲙⲟⲥ
ⲁⲫⲟⲣⲙⲏ	N	ⲁⲫⲟⲣⲙⲏ
ⲁⲫⲟⲩ	NPROP	ⲁⲫⲟⲩ
ⲁⲫⲣⲏⲇⲱⲛⲓⲁ	N	ⲁⲫⲣⲏⲇⲱⲛⲓⲁ
ⲁⲫⲣⲟⲛⲓⲧⲣⲟⲛ	N	ⲁⲫⲣⲟⲛⲓⲧⲣⲟⲛ
ⲁⲫⲩⲏⲥ	N	ⲁⲫⲩⲏⲥ
ⲁⲫⲩⲗⲗⲏⲥ	N	ⲁⲫⲩⲗⲗⲏⲥ
ⲁⲫⲱⲣⲓⲥⲉ	V	ⲁⲫⲱⲣⲓⲥⲉ
ⲁⲭⲁⲁⲃ	NPROP	ⲁⲭⲁⲁⲃ
ⲁⲭⲁⲃ	NPROP	ⲁⲭⲁⲃ
ⲁⲭⲁⲓⲁ	NPROP	ⲁⲭⲁⲓⲁ
ⲁⲭⲁⲓⲕⲟⲥ	NPROP	ⲁⲭⲁⲓⲕⲟⲥ
ⲁⲭⲁⲣⲓⲥⲧⲓⲁ	N	ⲁⲭⲁⲣⲓⲥⲧⲓⲁ
ⲁⲭⲁⲧⲏⲥ	N	ⲁⲭⲁⲧⲏⲥ
ⲁⲭⲉⲓⲙ	NPROP	ⲁⲭⲉⲓⲙ
ⲁⲭⲉⲣⲟⲩⲥⲓⲁ	NPROP	ⲁⲭⲉⲣⲟⲩⲥⲓⲁ
ⲁⲭⲓⲗⲗⲁⲥ	NPROP	ⲁⲭⲓⲗⲗⲁⲥ
ⲁⲭⲓⲗⲗⲓⲟⲛ	N	ⲁⲭⲓⲗⲗⲓⲟⲛ
ⲁⲭⲓⲧⲱⲃⲉⲗ	NPROP	ⲁⲭⲓⲧⲱⲃⲉⲗ
ⲁⲭⲣⲓⲥⲧⲟⲛ	N	ⲁⲭⲣⲓⲥⲧⲟⲛ
ⲁⲭⲱⲣⲏⲧⲟⲥ	N	ⲁⲭⲱⲣⲏⲧⲟⲥ
ⲁⲯⲓⲙⲁⲭⲓⲁ	N	ⲁⲯⲓⲙⲁⲭⲓⲁ
ⲁⲯⲩⲭⲟⲛ	N	ⲁⲯⲩⲭⲟⲛ
ⲃ	V	ⲃ
ⲃϣⲉ	N	ⲃϣⲉ
ⲃⲁϣⲁϩⲏⲩ	N	ⲃⲁϣⲁϩⲏⲩ
ⲃⲁϣⲁⲡⲏ	N	ⲃⲁϣⲁⲡⲏ
ⲃⲁϣⲟⲣ	N	ⲃⲁϣⲟⲣ
ⲃⲁϣⲟⲩϣ	N	ⲃⲁϣⲟⲩϣ
ⲃⲁϣⲟⲩⲣ	N	ⲃⲁϣⲟⲩⲣ
ⲃⲁϩⲁⲗ	NPROP	ⲃⲁϩⲁⲗ
ⲃⲁϩⲛ	N	ⲃⲱϩⲛ
ⲃⲁϩⲥⲉ	N	ⲃⲁϩⲥⲉ
ⲃⲁⲁⲃⲉ	V	ⲃⲁⲁⲃⲉ
ⲃⲁⲁⲙⲡϩⲟⲟⲩⲧ	N	ⲃⲁⲁⲙⲡⲛϩⲟⲟⲩⲧ
ⲃⲁⲁⲙⲡⲉ	N	ⲃⲁⲁⲙⲡⲉ
ⲃⲁⲁⲙⲡⲉⲛⲥϩⲓⲙⲉ	N	ⲃⲁⲁⲙⲡⲉⲛⲥϩⲓⲙⲉ
ⲃⲁⲁⲙⲡⲛϩⲟⲟⲩⲧ	N	ⲃⲁⲁⲙⲡⲛϩⲟⲟⲩⲧ
ⲃⲁⲁⲣⲉ	N	ⲃⲁⲁⲣⲉ
ⲃⲁⲃⲉ	V	ⲃⲁⲃⲉ
ⲃⲁⲃⲉⲣⲱⲙⲉ	N	ⲃⲁⲃⲉⲣⲱⲙⲉ
ⲃⲁⲃⲟⲧ	V	ⲃⲁⲁⲃⲉ
ⲃⲁⲃⲩⲗⲱⲛ	NPROP	ⲃⲁⲃⲩⲗⲱⲛ
ⲃⲁⲃⲱ	V	ⲃⲁⲁⲃⲉ
ⲃⲁⲃⲱⲱ	V	ⲃⲁⲁⲃⲉ
ⲃⲁⲉⲓ	N	ⲃⲁ
ⲃⲁⲑⲙⲟⲥ	N	ⲃⲁⲑⲙⲟⲥ
ⲃⲁⲑⲟ	N	ⲃⲁⲑⲱ
ⲃⲁⲑⲟⲛ	N	ⲃⲁⲑⲟⲛ
ⲃⲁⲑⲟⲥ	N	ⲃⲁⲑⲟⲥ
ⲃⲁⲑⲱ	N	ⲃⲁⲑⲱ
ⲃⲁⲓϣⲓⲛⲉ	N	ⲃⲁⲓϣⲓⲛⲉ
ⲃⲁⲓⲁⲓⲕ	N	ⲃⲱⲕ
ⲃⲁⲓⲉ	N	ⲃⲁ
ⲃⲁⲓⲕⲁϩ	N	ⲃⲁⲓⲕⲁϩ
ⲃⲁⲓⲣⲉ	N	ⲃⲓⲣⲉ
ⲃⲁⲓⲥⲛⲁⲩ	N	ⲃⲁⲓⲥⲛⲁⲩ
ⲃⲁⲓⲧ	N	ⲃⲟⲉⲓⲧ
ⲃⲁⲓⲱⲣⲕ	N	ⲃⲁⲓⲱⲣⲕ
ⲃⲁⲕϣⲁⲁⲣ	N	ⲃⲁⲕϣⲁⲁⲣ
ⲃⲁⲕⲉ	N	ⲃⲟⲕⲓ
ⲃⲁⲕⲙⲁⲧⲟⲩ	N	ⲃⲁⲕⲙⲁⲧⲟⲩ
ⲃⲁⲕⲧⲏⲣⲓⲁ	N	ⲃⲁⲕⲧⲏⲣⲓⲁ
ⲃⲁⲗ	N	ⲃⲁⲗ
ⲃⲁⲗϩⲏⲧ	N	ⲃⲁⲗϩⲏⲧ
ⲃⲁⲗⲁⲛⲟⲥ	N	ⲃⲁⲗⲁⲛⲟⲥ
ⲃⲁⲗⲁⲧ	N	ⲃⲁⲗⲁⲧ
ⲃⲁⲗⲗⲁ	NPROP	ⲃⲁⲗⲗⲁ
ⲃⲁⲗⲗⲁⲧⲓⲟⲛ	N	ⲃⲁⲗⲗⲁⲧⲓⲟⲛ
ⲃⲁⲗⲟⲧ	N	ⲃⲁⲗⲟⲧ
ⲃⲁⲙⲡⲉ	N	ⲃⲁⲙⲡⲉ
ⲃⲁⲛϩⲟ	N	ⲃⲁⲛϩⲟ
ⲃⲁⲛⲉⲁⲥ	NPROP	ⲃⲁⲛⲉⲁⲥ
ⲃⲁⲛⲓⲡⲉ	N	ⲃⲁⲛⲓⲡⲉ
ⲃⲁⲛⲕ	N	ⲃⲁⲛⲕ
ⲃⲁⲡϯⲥⲙⲁ	N	ⲃⲁⲡϯⲥⲙⲁ
ⲃⲁⲡϯⲥⲧⲏⲣⲓⲟⲛ	N	ⲃⲁⲡϯⲥⲧⲏⲣⲓⲟⲛ
ⲃⲁⲡⲧⲏⲥⲧⲏⲥ	N	ⲃⲁⲡⲧⲏⲥⲧⲏⲥ
ⲃⲁⲡⲧⲓⲍⲉ	V	ⲃⲁⲡⲧⲓⲍⲉ
ⲃⲁⲡⲧⲓⲍⲉⲛ	V	ⲃⲁⲡⲧⲓⲍⲉⲛ
ⲃⲁⲡⲧⲓⲥⲙⲁ	N	ⲃⲁⲡⲧⲓⲥⲙⲁ
ⲃⲁⲡⲧⲓⲥⲙⲟⲥ	N	ⲃⲁⲡⲧⲓⲥⲙⲟⲥ
ⲃⲁⲡⲧⲓⲥⲧⲏⲣⲓⲟⲛ	N	ⲃⲁⲡⲧⲓⲥⲧⲏⲣⲓⲟⲛ
ⲃⲁⲡⲧⲓⲥⲧⲏⲥ	N	ⲃⲁⲡⲧⲓⲥⲧⲏⲥ
ⲃⲁⲣⲁⲃⲃⲁⲥ	NPROP	ⲃⲁⲣⲁⲃⲃⲁⲥ
ⲃⲁⲣⲁⲭⲓⲁⲥ	NPROP	ⲃⲁⲣⲁⲭⲓⲁⲥ
ⲃⲁⲣⲃⲁⲣⲟⲥ	N	ⲃⲁⲣⲃⲁⲣⲟⲥ
ⲃⲁⲣⲃⲁⲣⲟⲩⲥ	N	ⲃⲁⲣⲃⲁⲣⲟⲩⲥ
ⲃⲁⲣⲃⲏⲗⲱ	NPROP	ⲃⲁⲣⲃⲏⲗⲱ
ⲃⲁⲣⲉⲓ	V	ⲃⲁⲣⲉⲓ
ⲃⲁⲣⲉⲓⲥⲑⲁⲓ	V	ⲃⲁⲣⲉⲓⲥⲑⲁⲓ
ⲃⲁⲣⲑⲟⲗⲟⲙⲁⲓⲟⲥ	NPROP	ⲃⲁⲣⲑⲟⲗⲟⲙⲁⲓⲟⲥ
ⲃⲁⲣⲕⲁⲃⲁⲛ	NPROP	ⲃⲁⲣⲕⲁⲃⲁⲛ
ⲃⲁⲣⲕⲱⲃ	NPROP	ⲃⲁⲣⲕⲱⲃ
ⲃⲁⲣⲛⲁⲃⲁⲥ	N	ⲃⲁⲣⲛⲁⲃⲁⲥ
ⲃⲁⲣⲟϣ	N	ⲃⲁⲣⲟϣ
ⲃⲁⲣⲟⲥ	N	ⲃⲁⲣⲟⲥ
ⲃⲁⲣⲧⲓⲙⲁⲓⲟⲥ	NPROP	ⲃⲁⲣⲧⲓⲙⲁⲓⲟⲥ
ⲃⲁⲣⲱϩ	N	ⲃⲁⲣⲱϩ
ⲃⲁⲣⲱⲧ	N	ⲃⲁⲣⲱⲧ
ⲃⲁⲥⲁⲛⲓⲍⲉ	V	ⲃⲁⲥⲁⲛⲓⲍⲉ
ⲃⲁⲥⲁⲛⲓⲥⲧⲏⲣⲓⲟⲛ	N	ⲃⲁⲥⲁⲛⲓⲥⲧⲏⲣⲓⲟⲛ
ⲃⲁⲥⲁⲛⲓⲥⲧⲏⲥ	N	ⲃⲁⲥⲁⲛⲓⲥⲧⲏⲥ
ⲃⲁⲥⲁⲛⲟⲥ	N	ⲃⲁⲥⲁⲛⲟⲥ
ⲃⲁⲥⲃⲥ	N	ⲃⲁⲥⲃⲥ
ⲃⲁⲥⲓⲗⲉⲓⲟⲥ	NPROP	ⲃⲁⲥⲓⲗⲉⲓⲟⲥ
ⲃⲁⲥⲓⲗⲉⲓⲧⲏⲥ	NPROP	ⲃⲁⲥⲓⲗⲉⲓⲧⲏⲥ
ⲃⲁⲥⲓⲗⲓⲁ	N	ⲃⲁⲥⲓⲗⲓⲁ
ⲃⲁⲥⲓⲗⲓⲕⲟⲛ	N	ⲃⲁⲥⲓⲗⲓⲕⲟⲛ
ⲃⲁⲥⲓⲗⲓⲕⲟⲥ	N	ⲃⲁⲥⲓⲗⲓⲕⲟⲥ
ⲃⲁⲥⲓⲗⲓⲟⲥ	NPROP	ⲃⲁⲥⲓⲗⲓⲟⲥ
ⲃⲁⲥⲓⲗⲓⲥⲕⲟⲥ	NPROP	ⲃⲁⲥⲓⲗⲓⲥⲕⲟⲥ
ⲃⲁⲥⲓⲗⲓⲧⲏⲥ	NPROP	ⲃⲁⲥⲓⲗⲓⲧⲏⲥ
ⲃⲁⲥⲓⲙⲟⲥ	NPROP	ⲃⲁⲥⲓⲙⲟⲥ
ⲃⲁⲥⲓⲥ	N	ⲃⲁⲥⲓⲥ
ⲃⲁⲥⲕⲁⲛⲉ	V	ⲃⲁⲥⲕⲁⲛⲉ
ⲃⲁⲥⲕⲁⲛⲟⲥ	N	ⲃⲁⲥⲕⲁⲛⲟⲥ
ⲃⲁⲥⲛϭ	N	ⲃⲁⲥⲛϭ
ⲃⲁⲥⲧ	N	ⲃⲁⲧⲥ
ⲃⲁⲥⲧⲉⲣⲛⲁ	N	ⲃⲁⲥⲧⲉⲣⲛⲁ
ⲃⲁⲧⲁⲛⲉ	N	ⲃⲁⲧⲁⲛⲉ
ⲃⲁⲧⲟⲥ	N	ⲃⲁⲧⲟⲥ
ⲃⲁⲧⲥ	N	ⲃⲁⲧⲥ
ⲃⲁⲧⲧⲁⲗⲟⲅⲓ	V	ⲃⲁⲧⲧⲁⲗⲟⲅⲓ
ⲃⲁⲧⲧⲟⲗⲟⲅⲓⲁ	N	ⲃⲁⲧⲧⲟⲗⲟⲅⲓⲁ
ⲃⲁⲩⲕⲁⲗⲓⲟⲛ	N	ⲃⲁⲩⲕⲁⲗⲓⲟⲛ
ⲃⲃⲗⲗⲁϥ	N	ⲃⲃⲗⲗⲁϥ
ⲃⲃⲟⲗ	V	ⲃⲃⲟⲗ
ⲃⲃⲣⲏϭⲉ	N	ⲉⲃⲣⲏϭⲉ
ⲃⲃⲣⲣⲉ	N	ⲃⲃⲣⲣⲉ
ⲃⲇⲉⲗⲗⲏ	N	ⲃⲇⲉⲗⲗⲏ
ⲃⲉϩⲱⲗ	N	ⲃⲉϩⲱⲗ
ⲃⲉϭ	N	ⲃⲏϭ
ⲃⲉⲃⲁⲓⲟⲩ	V	ⲃⲉⲃⲁⲓⲟⲩ
ⲃⲉⲃⲉ	V	ⲃⲉⲃⲉ
ⲃⲉⲃⲟⲩ	V	ⲃⲉⲉⲃⲉ
ⲃⲉⲃⲟⲩ	V	ⲃⲟⲩⲃⲟⲩ
ⲃⲉⲉϣ	N	ⲃⲉⲉϣ
ⲃⲉⲉⲃⲉ	V	ⲃⲉⲉⲃⲉ
ⲃⲉⲉⲕⲉ	N	ⲃⲉⲕⲉ
ⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ	N	ⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ
ⲃⲉⲍⲁⲛⲧⲓⲟⲛ	NPROP	ⲃⲉⲍⲁⲛⲧⲓⲟⲛ
ⲃⲉⲕⲉ	N	ⲃⲉⲕⲉ
ⲃⲉⲕⲉⲉⲩⲉ	N	ⲃⲉⲕⲉ
ⲃⲉⲕⲉⲩⲉ	N	ⲃⲉⲕⲉ
ⲃⲉⲕⲏ	N	ⲃⲉⲕⲏ
ⲃⲉⲕⲏⲩⲉ	N	ⲃⲉⲕⲉ
ⲃⲉⲕⲛⲉ	N	ⲃⲉⲕⲛⲉ
ⲃⲉⲗ	V	ⲃⲱⲗ
ⲃⲉⲗϫⲉ	N	ⲃⲉⲗϫⲉ
ⲃⲉⲗⲃⲓⲗⲉ	N	ⲃⲉⲗⲃⲓⲗⲉ
ⲃⲉⲛⲓⲁⲙⲓⲛ	NPROP	ⲃⲉⲛⲓⲁⲙⲓⲛ
ⲃⲉⲛⲓⲡⲉ	N	ⲃⲉⲛⲓⲡⲉ
ⲃⲉⲣⲉϭⲱⲟⲩⲧ	N	ⲃⲣϭⲟⲟⲩⲧ
ⲃⲉⲣⲉⲇⲁⲣⲓⲟⲥ	N	ⲃⲉⲣⲉⲇⲁⲣⲓⲟⲥ
ⲃⲉⲣⲉⲧⲁⲣⲓⲟⲥ	N	ⲃⲉⲣⲉⲧⲁⲣⲓⲟⲥ
ⲃⲉⲣⲉⲧⲱⲥ	ADV	ⲃⲉⲣⲉⲧⲱⲥ
ⲃⲉⲣⲥⲓⲙ	N	ⲃⲉⲣⲥⲓⲙ
ⲃⲉⲣⲱ	N	ⲃⲉⲣⲱ
ⲃⲉⲥⲁⲛⲧⲓⲟⲛ	NPROP	ⲃⲉⲥⲁⲛⲧⲓⲟⲛ
ⲃⲉⲥⲉ	N	ⲃⲉⲥⲉ
ⲃⲉⲥⲛⲏⲧ	N	ⲃⲉⲥⲛⲏⲧ
ⲃⲉⲧ	V	ⲃⲱⲧⲉ
ⲃⲏϭ	NPROP	ⲃⲏϭ
ⲃⲏⲃ	N	ⲃⲏⲃ
ⲃⲏⲇⲥⲁⲓⲇⲁⲛ	N	ⲃⲏⲇⲥⲁⲓⲇⲁⲛ
ⲃⲏⲇⲥⲁⲓⲇⲁⲛ	NPROP	ⲃⲏⲇⲥⲁⲓⲇⲁⲛ
ⲃⲏⲏϣ	N	ⲃⲉⲉϣ
ⲃⲏⲑⲁⲛⲓⲁ	NPROP	ⲃⲏⲑⲁⲛⲓⲁ
ⲃⲏⲑⲗⲉⲉⲙ	NPROP	ⲃⲏⲑⲗⲉⲉⲙ
ⲃⲏⲑⲥⲁⲓⲇⲁ	N	ⲃⲏⲑⲥⲁⲓⲇⲁ
ⲃⲏⲕ	VSTAT	ⲃⲱⲕ
ⲃⲏⲕⲉ	N	ⲃⲉⲕⲉ
ⲃⲏⲕⲉ	N	ⲃⲏⲕⲉ
ⲃⲏⲗ	VSTAT	ⲃⲱⲗ
ⲃⲏⲙⲁ	N	ⲃⲏⲙⲁ
ⲃⲏⲛⲉ	N	ⲃⲏⲛⲉ
ⲃⲏⲥⲁⲣⲓⲟⲛ	NPROP	ⲃⲏⲥⲁⲣⲓⲟⲛ
ⲃⲏⲥⲉ	N	ⲃⲏⲥⲉ
ⲃⲏⲧ	VSTAT	ⲃⲱⲧⲉ
ⲃⲏⲧϩⲁⲧⲉ	N	ⲃⲏⲧϩⲁⲧⲉ
ⲃⲏⲧⲉ	N	ⲃⲏⲧⲉ
ⲃⲏⲧⲥⲡⲓⲣ	N	ⲃⲏⲧⲥⲡⲓⲣ
ⲃⲏⲧⲫⲁⲅⲏ	NPROP	ⲃⲏⲧⲫⲁⲅⲏ
ⲃⲓⲁ	N	ⲃⲓⲁ
ⲃⲓⲁⲍⲉ	V	ⲃⲓⲁⲍⲉ
ⲃⲓⲃⲗⲓⲟⲑⲩⲕⲏ	N	ⲃⲓⲃⲗⲓⲟⲑⲩⲕⲏ
ⲃⲓⲃⲗⲟⲥ	N	ⲃⲓⲃⲗⲟⲥ
ⲃⲓⲕⲁⲣⲓⲟⲥ	N	ⲃⲓⲕⲁⲣⲓⲟⲥ
ⲃⲓⲕⲧⲱⲣ	NPROP	ⲃⲓⲕⲧⲱⲣ
ⲃⲓⲕⲧⲱⲣⲓⲁ	N	ⲃⲓⲕⲧⲱⲣⲓⲁ
ⲃⲓⲗⲧⲓ	N	ⲃⲓⲗⲧⲓ
ⲃⲓⲟⲥ	N	ⲃⲓⲟⲥ
ⲃⲓⲣ	N	ⲃⲓⲣ
ⲃⲓⲣ	V	ⲃⲓⲣ
ⲃⲓⲣⲉ	N	ⲃⲓⲣⲉ
ⲃⲓⲱⲧⲓⲕⲟⲛ	N	ⲃⲓⲱⲧⲓⲕⲟⲛ
ⲃⲓⲱⲧⲓⲕⲟⲥ	N	ⲃⲓⲱⲧⲓⲕⲟⲥ
ⲃⲗ	V	ⲃⲱⲗ
ⲃⲗϩⲙⲟⲩ	N	ⲃⲗϩⲙⲟⲩ
ⲃⲗϫⲉ	N	ⲃⲗϫⲉ
ⲃⲗⲁⲃⲏ	N	ⲃⲗⲁⲃⲏ
ⲃⲗⲁⲡⲧⲉⲓ	V	ⲃⲗⲁⲡⲧⲉⲓ
ⲃⲗⲁⲡⲧⲉⲥⲑⲁⲓ	V	ⲃⲗⲁⲡⲧⲉⲥⲑⲁⲓ
ⲃⲗⲁⲥⲫⲏⲙⲓ	V	ⲃⲗⲁⲥⲫⲏⲙⲓ
ⲃⲗⲁⲥⲫⲏⲙⲓⲁ	N	ⲃⲗⲁⲥⲫⲏⲙⲓⲁ
ⲃⲗⲃⲁⲧⲥ	N	ⲃⲗⲃⲁⲧⲥ
ⲃⲗⲃⲓⲗⲉ	N	ⲃⲗⲃⲓⲗⲉ
